Rid(0),id(1),desc_scale(2),desc_id(3),num_prog(4),pid(5),upid(6),desc_pid(7),phantom(8),sam_mvir(9),mvir(10),rvir(11),rs(12),vrms(13),mmp?(14),scale_of_last_MM(15),vmax(16),x(17),y(18),z(19),vx(20),vy(21),vz(22),Jx(23),Jy(24),Jz(25),Spin(26),Breadth_first_ID(27),Depth_first_ID(28),Tree_root_ID(29),Orig_halo_ID(30),Snap_num(31),Next_coprogenitor_depthfirst_ID(32),Last_progenitor_depthfirst_ID(33),Last_mainleaf_depthfirst_ID(34),Tidal_Force(35),Tidal_ID(36),Rs_Klypin(37),Mmvir_all(38),M200b(39),M200c(40),M500c(41),M2500c(42),Xoff(43),Voff(44),Spin_Bullock(45),b_to_a(46),c_to_a(47),A[x](48),A[y](49),A[z](50),b_to_a(500c)(51),c_to_a(500c)(52),A[x](500c)(53),A[y](500c)(54),A[z](500c)(55),T/|U|(56),M_pe_Behroozi(57),M_pe_Diemer(58),Macc(59),Mpeak(60),Vacc(61),Vpeak(62),Halfmass_Scale(63),Acc_Rate_Inst(64),Acc_Rate_100Myr(65),Acc_Rate_1*Tdyn(66),Acc_Rate_2*Tdyn(67),Acc_Rate_Mpeak(68),Mpeak_Scale(69),Acc_Scale(70),First_Acc_Scale(71),First_Acc_Mvir(72),First_Acc_Vmax(73),Vmax\@Mpeak(74),Tidal_Force_Tdyn(75),Log_(Vmax/Vmax_max(Tdyn;Tmpeak))(76),Time_to_future_merger(77),Future_merger_MMP_ID(78),AHF-G3X follows as HIDs(79),Mgas(80),Mstar(81),Tgas mw(82),Tgas sl(83),Yx(84),Ysz(85)
233.0,12642580829.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,128207000000000.0,127980000000000.0,1025.397949,187.658005,839.820007,1.0,0.2532,778.840027,486.87476,994.53802,424.57822,-274.57,1.48,233.2,3787000000000000.0,-5458000000000000.0,9355000000000000.0,0.07723,327119943.0,327119943.0,12642580829.0,73931472.0,125.0,-1.0,327128150.0,327120031.0,0.38985,12642612526.0,203.774,128160000000000.0,141020000000000.0,105580000000000.0,66735000000000.0,30581000000000.0,75.4491,107.27,0.08438,0.63725,0.46499,-31.2647,-2.88966,46.7261,0.63025,0.53274,-14.554,5.76739,34.0582,0.6108,132300000000000.0,103700000000000.0,127980000000000.0,128400000000000.0,778.840027,817.73999,0.6421,-1321.0,-1321.0,2548.0,9295.0,11240.0,0.9781,1.0,1.0,128000000000000.0,778.84,793.09,0.39053,-0.00322,-1.0,12642580829.0,128000000000003.0,8694330065854.737,825895619101.0201,1.5985604524612427,1.7806556224822998,13898412203920.135,3.5811265968368526
233.0,12642581739.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,80303000000000.0,80303000000000.0,877.856018,100.513,720.109985,1.0,0.4709,739.219971,481.71701,990.18274,435.3721,-186.18,359.15,-550.36,-1498000000000000.0,2151000000000000.0,1094000000000000.0,0.04786,483775148.0,483775148.0,12642581739.0,73932382.0,125.0,-1.0,483783049.0,483775247.0,0.62347,12642612526.0,97.3,81301000000000.0,87993000000000.0,67506000000000.0,52805000000000.0,26321000000000.0,13.5093,18.27,0.04542,0.90632,0.54035,-27.6866,6.79378,36.7188,0.88091,0.49942,-14.5062,5.34457,34.8569,0.5447,89890000000000.0,48540000000000.0,80303000000000.0,80303000000000.0,739.219971,822.109985,0.4605,12.58,12.58,2062.0,2702.0,2647.0,1.0,1.0,1.0,80300000000000.0,739.22,739.22,0.58523,-0.00338,-1.0,12642581739.0,128000000000004.0,5931616840881.033,654250099446.1124,1.2523548603057861,1.4632000923156738,7428489180149.015,1.9062832892319783
233.0,12642582976.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,36214000000000.0,36214000000000.0,673.190979,73.32,551.48999,1.0,0.2829,577.799988,488.53989,991.78796,429.25378,-691.97,150.44,-45.25,-401000000000000.0,-79140000000000.0,114600000000000.0,0.0266,820704955.0,820704955.0,12642582976.0,73933619.0,125.0,-1.0,820707753.0,820705054.0,0.4237,12642612526.0,68.3125,36304000000000.0,41168000000000.0,30089000000000.0,21851000000000.0,12472000000000.0,18.8703,29.22,0.0256,0.85956,0.58834,-25.7558,-19.5987,19.4098,0.8242,0.60253,-19.1103,-16.6834,13.8572,0.553,37820000000000.0,19680000000000.0,36214000000000.0,36214000000000.0,577.799988,611.580017,0.4814,2193.0,2193.0,1737.0,1050.0,1006.0,1.0,1.0,1.0,36210000000000.0,577.8,577.8,0.41006,0.00179,-1.0,12642582976.0,128000000000007.0,2685129153257.294,373588869353.8436,0.7838756442070007,0.9291320443153381,2104807344788.5596,0.5354570172973043
233.0,12633387741.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,34766000000000.0,34766000000000.0,664.094971,123.417,562.349976,1.0,0.5378,523.419983,467.13486,987.40466,429.08752,658.92,72.08,28.19,132200000000000.0,325600000000000.0,671800000000000.0,0.03992,840361228.0,840361228.0,12633387741.0,64738384.0,125.0,-1.0,840363382.0,840361311.0,0.25952,12642612526.0,103.948,34798000000000.0,40118000000000.0,27850000000000.0,20979000000000.0,6977600000000.0,73.5541,135.48,0.04893,0.59305,0.52135,-27.6559,40.9507,-4.18099,0.52685,0.46553,-13.2614,33.2214,-11.5471,0.6809,35750000000000.0,27870000000000.0,34766000000000.0,34766000000000.0,523.419983,523.419983,0.5747,3895.0,3895.0,3108.0,3731.0,2513.0,1.0,1.0,1.0,34770000000000.0,523.42,523.42,0.26642,0.01751,-1.0,12633387741.0,128000000000008.0,1289559933251.5303,508283334641.56006,0.7130067944526672,0.8115231990814209,919464994262.2692,0.25957250318814606
233.0,12642612382.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,32655000000000.0,32655000000000.0,650.375,51.625999,558.869995,1.0,0.3023,581.119995,483.37939,991.43658,431.21619,-1067.46,292.63,-95.49,215200000000000.0,470900000000.0,76740000000000.0,0.01837,870877005.0,870877005.0,12642612382.0,73963025.0,125.0,-1.0,870880833.0,870877107.0,0.92837,12642612526.0,55.4027,32774000000000.0,35177000000000.0,28881000000000.0,23361000000000.0,12769000000000.0,13.4439,6.79,0.01637,0.92371,0.60825,26.0276,5.91448,-22.381,0.88198,0.56449,22.8146,2.94051,-18.9297,0.5366,40400000000000.0,15870000000000.0,32655000000000.0,32655000000000.0,581.119995,667.140015,0.5145,594.6,594.6,854.1,674.4,532.4,1.0,1.0,1.0,32660000000000.0,581.12,581.12,0.78453,-0.00481,-1.0,12642612382.0,128000000000009.0,2011706104595.214,341022253884.00256,0.7975285649299622,0.9634482264518738,1604393082658.6655,0.4005646682509525
233.0,12642582658.0,0.0,-1.0,5.0,-1.0,-1.0,-1.0,0.0,31286000000000.0,29422000000000.0,628.156982,221.360992,528.330017,1.0,0.8564,449.160004,477.71667,991.74182,438.49506,800.03,329.47,-471.08,-362900000000000.0,-1041000000000000.0,-413600000000000.0,0.06773,922493900.0,922493900.0,12642582658.0,73933301.0,125.0,-1.0,922496413.0,922493997.0,0.43798,12642612526.0,265.936,29873000000000.0,35041000000000.0,19182000000000.0,12305000000000.0,4785700000000.0,130.365,153.31,0.10038,0.46026,0.37138,22.5674,-13.6775,48.3861,0.86333,0.63346,-4.79516,26.7417,-8.54261,0.7505,29890000000000.0,37280000000000.0,29422000000000.0,31483000000000.0,449.160004,502.779999,0.7666,-4109.0,-4109.0,755.9,3730.0,3674.0,0.9357,1.0,1.0,29420000000000.0,449.16,489.7,0.42992,-0.00949,-1.0,12642582658.0,128000000000012.0,905229819804.1172,231557733742.98862,0.5817249417304993,0.6159573197364807,526594764178.26044,0.19124904252803565
233.0,12642582533.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,20559700000000.0,17261000000000.0,525.856995,132.675995,406.100006,1.0,0.3303,388.029999,485.11047,982.73407,441.68448,-221.62,295.12,120.46,-63130000000000.0,82470000000000.0,78620000000000.0,0.02411,1208974283.0,1208974283.0,12642582533.0,73933176.0,125.0,-1.0,1208976169.0,1208974380.0,0.39685,12642581908.0,132.676,17397000000000.0,19671000000000.0,13555000000000.0,7864300000000.0,3358600000000.0,19.0125,67.62,0.02701,0.70593,0.59829,7.75497,28.4401,27.1678,0.76859,0.66489,2.45514,13.1005,21.7899,0.594,17550000000000.0,17360000000000.0,17261000000000.0,20657000000000.0,388.029999,485.209991,0.5498,-456.2,-456.2,-1615.0,1159.0,1575.0,0.8951,1.0,1.0,17260000000000.0,388.03,435.42,0.41317,-0.09706,-1.0,12642582533.0,128000000000015.0,591514205831.0403,317607668171.197,0.436125248670578,0.5433164238929749,257974280110.2419,0.08424402708397177
233.0,12642583546.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,13050000000000.0,13050000000000.0,479.057007,55.196999,395.01001,1.0,0.2369,399.869995,477.67856,998.29187,426.53549,522.93,-436.94,369.32,-29390000000000.0,41000000000000.0,48780000000000.0,0.02382,1373092723.0,1373092723.0,12642583546.0,73934189.0,125.0,-1.0,1373094091.0,1373092818.0,0.47144,12642612526.0,55.3775,13443000000000.0,14607000000000.0,11137000000000.0,8343000000000.0,4145900000000.0,7.52085,28.7,0.02319,0.95494,0.67414,-18.8765,22.5674,4.09364,0.81054,0.60088,-8.37287,23.0753,1.66053,0.5606,14260000000000.0,7696000000000.0,13050000000000.0,13050000000000.0,399.869995,453.089996,0.4505,424.7,424.7,444.8,759.9,588.1,1.0,1.0,1.0,13050000000000.0,399.87,399.87,0.46825,-0.0194,-1.0,12642583546.0,128000000000018.0,452246698469.93036,201948478644.11032,0.45574596524238586,0.6214943528175354,206109608121.86066,0.060180946926890105
233.0,12642583913.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,17508000000000.0,16209000000000.0,514.947021,75.099998,423.790009,1.0,0.7016,414.579987,473.01843,977.55597,423.23724,503.98,106.98,213.13,160300000000000.0,-284800000000.0,12570000000000.0,0.03536,1244991767.0,1244991767.0,12642583913.0,73934556.0,125.0,-1.0,1244993769.0,1244991852.0,0.0,-1.0,71.5486,16209000000000.0,18851000000000.0,13279000000000.0,9164900000000.0,4621600000000.0,32.1753,7.63,0.03701,0.51573,0.43756,6.0783,26.5359,24.0739,0.51308,0.42487,3.84205,20.2045,16.8144,0.5944,16650000000000.0,10850000000000.0,16209000000000.0,17639000000000.0,414.579987,462.559998,0.6421,-339.8,-339.8,-613.2,389.4,1622.0,0.8755,1.0,1.0,16210000000000.0,414.58,436.44,0.0,-0.00132,-1.0,12642583913.0,128000000000020.0,608944986075.162,108258988233.03532,0.43794429302215576,0.5198928117752075,266683981416.0733,0.07574125022226923
234.0,12651114049.0,0.0,-1.0,19.0,-1.0,-1.0,-1.0,0.0,892160000000000.0,892160000000000.0,1958.812988,253.188995,1736.050049,1.0,0.1362,1593.859985,566.18903,878.0943,382.07431,-132.69,-25.18,162.69,-2.622e+16,366300000000000.0,-3.293e+16,0.01059,17642153.0,17642153.0,12651114049.0,82464692.0,125.0,-1.0,17718290.0,17642269.0,0.0,-1.0,257.285,893870000000000.0,998550000000000.0,780620000000000.0,579950000000000.0,245140000000000.0,100.814,43.64,0.01217,0.562,0.43177,100.184,-21.7816,-69.9364,0.48167,0.38211,78.4278,-16.481,-56.0006,0.674,1008000000000000.0,586500000000000.0,892160000000000.0,892160000000000.0,1593.859985,1695.859985,0.5876,116000.0,116000.0,66280.0,27580.0,37240.0,1.0,1.0,1.0,892200000000000.0,1593.86,1593.86,0.0,0.01269,-1.0,12651114049.0,128000000000001.0,79633778694001.95,8560687750251.055,6.157159328460693,7.019477367401123,490317863346348.56,119.24853848407508
234.0,12651082112.0,0.0,-1.0,3.0,-1.0,-1.0,-1.0,0.0,143460000000000.0,143460000000000.0,1065.182007,227.339996,878.549988,1.0,0.8564,829.5,555.38782,879.77545,385.34164,481.14,109.9,-102.17,8760000000000000.0,-2299000000000000.0,-1018000000000000.0,0.04707,293681676.0,293681676.0,12651082112.0,82432755.0,125.0,-1.0,293692654.0,293681778.0,0.32324,12651114049.0,179.267,143510000000000.0,154390000000000.0,123690000000000.0,83674000000000.0,20376000000000.0,45.7153,104.08,0.05541,0.35401,0.29513,26.0516,71.9504,76.0659,0.23626,0.22659,18.0257,55.6014,55.6042,0.6479,155000000000000.0,132600000000000.0,143460000000000.0,143460000000000.0,829.5,905.349976,0.7498,6764.0,6764.0,9789.0,19160.0,20100.0,1.0,1.0,1.0,143500000000000.0,829.5,829.5,0.31199,0.03617,-1.0,12651082112.0,128000000000002.0,11194707115631.9,1431824002980.6475,1.8722138404846191,1.9429179430007935,20958885602057.695,5.071156247760963
234.0,12650520851.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,60426000000000.0,60426000000000.0,798.458984,96.387001,681.48999,1.0,0.4922,669.549988,570.61932,872.87616,377.70322,-314.42,681.13,630.41,437100000000000.0,-761400000000000.0,17100000000000.0,0.02144,593884646.0,593884646.0,12650520851.0,81871494.0,125.0,-1.0,593890445.0,593884753.0,0.43626,12651114049.0,90.283,60576000000000.0,69834000000000.0,49676000000000.0,38219000000000.0,18956000000000.0,17.0738,101.95,0.02256,0.78919,0.63728,-3.00887,24.3342,41.9021,0.7895,0.55897,-5.13216,18.0516,34.7012,0.6156,65200000000000.0,37000000000000.0,60426000000000.0,60426000000000.0,669.549988,696.179993,0.4922,4965.0,4965.0,826.7,490.5,1806.0,1.0,1.0,1.0,60430000000000.0,669.55,669.55,0.41161,0.01024,-1.0,12650520851.0,128000000000005.0,3199235361470.4917,665257878621.9237,1.068245768547058,1.216987133026123,3417569637476.9707,0.9229533846278415
234.0,12650521490.0,0.0,-1.0,3.0,-1.0,-1.0,-1.0,0.0,45779000000000.0,45391000000000.0,725.83197,136.800995,569.469971,1.0,0.4505,552.030029,563.49121,872.91968,382.01138,293.55,815.49,127.99,1408000000000000.0,-798300000000000.0,-246400000000000.0,0.06443,715934781.0,715934781.0,12650521490.0,81872133.0,125.0,-1.0,715939599.0,715934873.0,0.58146,12651114049.0,142.893,45551000000000.0,52903000000000.0,36035000000000.0,24025000000000.0,10780000000000.0,45.5978,67.78,0.06775,0.78738,0.48912,18.33,33.1272,27.4125,0.78248,0.51447,25.1607,19.2218,6.08422,0.5726,45510000000000.0,36540000000000.0,45391000000000.0,45924000000000.0,552.030029,619.150024,0.5032,-1126.0,-1126.0,755.9,3727.0,2281.0,0.9567,1.0,1.0,45390000000000.0,552.03,556.47,0.52964,-0.02108,-1.0,12650521490.0,128000000000006.0,2304310423373.2446,456476195431.60547,0.8129130601882935,0.8840360045433044,1873204037888.1265,0.5532960773229763
234.0,12650521665.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,35024300000000.0,31594000000000.0,643.252014,146.722,521.25,1.0,0.0977,478.269989,574.50885,875.62457,380.92743,-744.32,289.62,136.59,152200000000000.0,507300000000000.0,-164900000000000.0,0.03543,886917517.0,886917517.0,12650521665.0,81872308.0,125.0,-1.0,886920064.0,886917622.0,0.40848,12651114049.0,151.332,31764000000000.0,40167000000000.0,23244000000000.0,15044000000000.0,7069400000000.0,49.2571,72.8,0.04199,0.72006,0.50349,30.4412,-22.705,18.2273,0.72331,0.53779,21.2665,-15.7819,11.3758,0.6442,33930000000000.0,28750000000000.0,31594000000000.0,35389000000000.0,478.269989,550.440002,0.7498,-3395.0,-3395.0,-707.5,3703.0,4027.0,0.9152,1.0,1.0,31590000000000.0,478.27,504.19,0.38811,-0.06104,-1.0,12650521665.0,128000000000011.0,1243889783882.0867,286221859598.92474,0.6029759049415588,0.672524094581604,750035568083.8612,0.22231128266733968
234.0,12651083691.0,0.0,-1.0,3.0,-1.0,-1.0,-1.0,0.0,26352000000000.0,26352000000000.0,605.505005,148.488007,484.899994,1.0,0.8755,453.809998,570.49194,879.46814,389.94556,-493.11,-378.18,-74.43,-1111000000000000.0,24840000000000.0,-657500000000000.0,0.11028,979358425.0,979358425.0,12651083691.0,82434334.0,125.0,-1.0,979360760.0,979358523.0,0.39574,12651114049.0,133.228,26524000000000.0,28845000000000.0,21702000000000.0,12283000000000.0,4454500000000.0,90.8381,143.36,0.13228,0.43272,0.37868,-36.4695,10.8754,42.7659,0.73708,0.69647,-12.1828,13.9909,23.5397,0.6455,27500000000000.0,26090000000000.0,26352000000000.0,26352000000000.0,453.809998,463.670013,0.5378,1004.0,1004.0,2905.0,2918.0,2235.0,1.0,1.0,1.0,26350000000000.0,453.81,453.81,0.38097,0.00911,-1.0,12651083691.0,128000000000012.0,904723105052.326,234989279810.9431,0.6027688384056091,0.6461813449859619,545338895111.10645,0.16006595973054197
234.0,12651113609.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,23537000000000.0,23537000000000.0,583.127014,77.473999,515.48999,1.0,0.9357,473.440002,563.62292,879.19275,381.98236,779.01,-316.86,917.39,59900000000000.0,21260000000000.0,7489000000000.0,0.00665,1038793628.0,1038793628.0,12651113609.0,82464252.0,125.0,-1.0,1038796097.0,1038793722.0,1.08239,12651114049.0,77.4736,24915000000000.0,25446000000000.0,19301000000000.0,14762000000000.0,6640400000000.0,58.9459,111.95,0.00791,0.69166,0.53999,-7.33127,30.1216,29.7408,0.87551,0.65216,5.10508,13.3731,26.5455,0.6948,25110000000000.0,15330000000000.0,23537000000000.0,23537000000000.0,473.440002,473.440002,0.6142,1633.0,1633.0,1654.0,1244.0,1367.0,1.0,1.0,1.0,23540000000000.0,473.44,473.44,0.9214,0.01956,-1.0,12651113609.0,128000000000013.0,1264079243700.835,381811904353.00775,0.6741963028907776,0.7314909100532532,852237552664.0732,0.3648190852470458
234.0,12650522901.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,18633500000000.0,17975000000000.0,533.005981,58.583,439.309998,1.0,0.1738,451.549988,553.61298,875.70007,383.2919,580.73,384.05,20.46,84820000000000.0,-90210000000000.0,25040000000000.0,0.02573,1186356040.0,1186356040.0,12650522901.0,81873544.0,125.0,-1.0,1186358298.0,1186356138.0,0.41802,12651082112.0,57.4261,18009000000000.0,20139000000000.0,15494000000000.0,12010000000000.0,6027700000000.0,6.75908,13.07,0.02448,0.77907,0.66899,19.7578,21.0017,13.537,0.70831,0.64451,19.025,15.4273,8.6504,0.5492,20420000000000.0,10560000000000.0,17975000000000.0,18705000000000.0,451.549988,497.450012,0.4309,506.5,506.5,119.3,-17.02,469.4,0.8013,1.0,1.0,17980000000000.0,451.55,464.04,0.39446,-0.01185,-1.0,12650522901.0,128000000000015.0,878824345874.5819,226305223369.28833,0.493789404630661,0.5915975570678711,433954150524.3399,0.1138247703258458
234.0,12651113393.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,16739000000000.0,16739000000000.0,520.497986,43.859001,439.850006,1.0,0.3091,460.820007,562.18549,879.62738,379.8898,650.52,-366.95,975.14,-4296000000000.0,31230000000000.0,-100900000000000.0,0.0256,1226657470.0,1226657470.0,12651113393.0,82464036.0,125.0,-1.0,1226659695.0,1226657560.0,0.68615,12651114049.0,46.0941,17190000000000.0,17842000000000.0,14895000000000.0,11902000000000.0,6271500000000.0,8.31415,14.79,0.02307,0.75132,0.67313,22.7737,4.30799,22.907,0.67969,0.63169,20.8736,4.58693,16.8743,0.5346,20240000000000.0,8289000000000.0,16739000000000.0,16739000000000.0,460.820007,509.320007,0.4123,575.8,575.8,471.6,310.4,260.9,1.0,1.0,1.0,16740000000000.0,460.82,460.82,0.61032,0.00103,-1.0,12651113393.0,128000000000016.0,847420467327.9382,202439293093.69604,0.5024979114532471,0.5865501761436462,425827014955.02356,0.11177863006409003
234.0,12650550869.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,18836000000000.0,18836000000000.0,541.38501,103.204002,466.940002,1.0,0.8564,420.869995,561.8559,877.02979,382.00299,1017.51,498.9,244.5,-95470000000000.0,-571700000000000.0,-104700000000000.0,0.07877,1160249890.0,1160249890.0,12650550869.0,81901512.0,125.0,-1.0,1160251303.0,1160249996.0,0.73155,12651114049.0,92.1058,19165000000000.0,20055000000000.0,16102000000000.0,10393000000000.0,4013400000000.0,75.3097,124.81,0.10557,0.51691,0.45838,38.6227,-2.81843,-24.6667,0.80498,0.72532,24.1106,-8.66586,-6.72296,0.7376,20200000000000.0,16160000000000.0,18836000000000.0,18836000000000.0,420.869995,423.970001,0.6421,25.17,25.17,2050.0,2208.0,1730.0,1.0,1.0,1.0,18840000000000.0,420.87,420.87,0.63325,0.045,-1.0,12650550869.0,128000000000018.0,459267963376.5556,100131064550.71579,0.47210490703582764,0.5777357816696167,216822659154.42267,0.08511841459451787
234.0,12651113407.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,14304200000000.0,14163000000000.0,492.299988,49.603001,412.779999,1.0,0.7333,425.230011,561.51038,878.73206,380.83023,790.24,-597.39,483.73,74390000000000.0,142400000000000.0,119600000000000.0,0.06084,1324030715.0,1324030715.0,12651113407.0,82464050.0,125.0,-1.0,1324032808.0,1324030802.0,0.67756,12651114049.0,48.5545,14554000000000.0,15744000000000.0,11988000000000.0,9366700000000.0,4951300000000.0,4.45553,30.99,0.05773,0.66943,0.4788,-19.8011,-2.61803,26.0099,0.59342,0.44008,-17.3017,-1.21814,20.771,0.558,16340000000000.0,7947000000000.0,14163000000000.0,14163000000000.0,425.230011,473.980011,0.4406,531.7,531.7,181.4,602.9,1083.0,1.0,1.0,1.0,14160000000000.0,425.23,425.23,0.6099,0.01558,-1.0,12651113407.0,128000000000019.0,589019687791.8788,217333215604.41254,0.47469693422317505,0.5337172746658325,279605839991.8966,0.08017935306070408
235.0,12619715237.0,0.0,-1.0,22.0,-1.0,-1.0,-1.0,0.0,891610000000000.0,891610000000000.0,1958.409058,552.254028,1559.650024,1.0,0.8564,1477.199951,355.45276,498.11206,745.41089,77.1,738.34,231.88,9398000000000000.0,1.324e+17,-5.462e+16,0.03365,17718291.0,17718291.0,12619715237.0,51350104.0,125.0,-1.0,17782005.0,17718395.0,0.0,-1.0,409.786,891810000000000.0,954860000000000.0,742060000000000.0,453490000000000.0,82954000000000.0,205.968,159.19,0.04153,0.34334,0.22292,-44.7088,138.728,173.992,0.2408,0.15143,-29.3448,95.1428,117.879,0.6542,932700000000000.0,936000000000000.0,891610000000000.0,891610000000000.0,1477.199951,1601.219971,0.7173,47190.0,47190.0,86890.0,107400.0,111400.0,1.0,1.0,1.0,891600000000000.0,1477.2,1477.2,0.0,0.03923,-1.0,12619715237.0,128000000000001.0,56352203508699.31,5837127723559.388,4.605030059814453,3.9612457752227783,259503591094341.84,78.15428912787586
235.0,12620253491.0,0.0,-1.0,8.0,-1.0,-1.0,-1.0,0.0,218680000000000.0,218680000000000.0,1225.890991,546.731995,956.570007,1.0,0.8013,880.700012,350.23752,503.07327,751.03564,615.22,304.84,-298.47,-1.361e+16,-1.514e+16,-1.38e+16,0.05648,186505392.0,186505392.0,12620253491.0,51854136.0,125.0,-1.0,186515465.0,186505489.0,0.42609,12619715237.0,443.834,228470000000000.0,246930000000000.0,156950000000000.0,77259000000000.0,28138000000000.0,144.642,79.7,0.07406,0.60836,0.48316,-38.2927,5.18889,64.3472,0.78965,0.5338,-9.83835,11.6372,38.5103,0.6756,218800000000000.0,269700000000000.0,218680000000000.0,218680000000000.0,880.700012,951.669983,0.8013,534.9,534.9,15770.0,36430.0,28470.0,1.0,1.0,1.0,218700000000000.0,880.7,880.7,0.41611,-0.02081,-1.0,12620253491.0,128000000000002.0,9224790226304.14,931732703516.7637,1.6902631521224976,1.6270129680633545,15592323005581.645,5.442764408572515
235.0,12620253544.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,85233200000000.0,80284000000000.0,877.783997,158.972,730.799988,1.0,0.5622,671.409973,353.23627,500.08401,747.61835,179.69,235.02,-1151.39,-222600000000000.0,-3483000000000000.0,47110000000000.0,0.0481,483843282.0,483843282.0,12620253544.0,51854189.0,125.0,-1.0,483850295.0,483843385.0,0.89231,12619715237.0,166.05,89093000000000.0,96339000000000.0,62684000000000.0,43112000000000.0,19427000000000.0,37.5567,89.17,0.05585,0.78199,0.64051,38.7112,10.6343,-34.2279,0.66534,0.55497,31.5602,15.659,-18.0235,0.6529,82930000000000.0,61890000000000.0,80284000000000.0,86182000000000.0,671.409973,742.900024,0.5498,7529.0,7529.0,323.4,-123.0,2002.0,0.8013,1.0,1.0,80280000000000.0,671.41,694.34,0.81788,-0.01458,-1.0,12620253544.0,128000000000003.0,5387584354257.342,871158457928.1407,1.4668060541152954,1.3594424724578857,7902541347881.514,2.6174020017636783
235.0,12619680354.0,0.0,-1.0,4.0,-1.0,-1.0,-1.0,0.0,57787000000000.0,57787000000000.0,786.661987,135.947006,663.22998,1.0,0.3453,614.409973,360.35632,487.57587,744.52087,10.33,807.15,-119.69,-149600000000000.0,-258900000000000.0,1896000000000000.0,0.04542,612111658.0,612111658.0,12619680354.0,51315221.0,125.0,-1.0,612116739.0,612111749.0,0.34621,12619715237.0,130.015,57799000000000.0,64888000000000.0,48501000000000.0,33676000000000.0,13568000000000.0,65.7369,89.81,0.05313,0.61066,0.47504,43.6108,-39.2229,11.8484,0.68293,0.49925,-23.6142,32.6909,-10.0371,0.6587,60730000000000.0,45370000000000.0,57787000000000.0,57787000000000.0,614.409973,634.390015,0.7016,4011.0,4011.0,7295.0,6722.0,6610.0,1.0,1.0,1.0,57790000000000.0,614.41,614.41,0.33693,0.05907,-1.0,12619680354.0,128000000000005.0,3174539111995.6187,504951380090.5697,0.8786099553108215,0.9578256011009216,2789181667322.926,0.7428887082271093
235.0,12619643942.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,37063000000000.0,37063000000000.0,678.411987,89.408997,558.47998,1.0,0.4505,556.400024,362.7818,496.47525,738.84302,-281.13,168.26,245.24,48590000000000.0,361300000000000.0,114300000000000.0,0.02179,809241600.0,809241600.0,12619643942.0,51278809.0,125.0,-1.0,809243794.0,809241694.0,0.39541,12619715237.0,85.5592,38153000000000.0,41641000000000.0,31207000000000.0,23365000000000.0,10613000000000.0,15.318,47.4,0.02216,0.81011,0.58752,11.1933,-16.6429,36.9722,0.79256,0.60735,3.91581,-12.571,29.7384,0.5814,39690000000000.0,24070000000000.0,37063000000000.0,37063000000000.0,556.400024,623.02002,0.4605,336.6,336.6,1147.0,825.7,1056.0,1.0,1.0,1.0,37060000000000.0,556.4,556.4,0.37841,-0.00096,-1.0,12619643942.0,128000000000006.0,1695254547999.757,371503183747.418,0.8752323389053345,0.902778148651123,1483741603085.733,0.4091346001085453
235.0,12619680476.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,55988000000000.0,55988000000000.0,778.413025,268.552002,645.830017,1.0,1.0,560.98999,347.50314,488.759,740.41931,519.08,920.81,258.23,1043000000000000.0,1152000000000000.0,-1098000000000000.0,0.03721,625628529.0,625628529.0,12619680476.0,51315343.0,125.0,-1.0,625631662.0,625628631.0,0.31,12619715237.0,264.355,56182000000000.0,62026000000000.0,37471000000000.0,24148000000000.0,9402800000000.0,133.269,314.82,0.0555,0.44386,0.34149,13.7062,64.5917,16.1637,0.71138,0.46371,31.6546,15.0618,-3.78346,0.7573,56170000000000.0,64360000000000.0,55988000000000.0,55988000000000.0,560.98999,598.440002,0.7666,35350.0,35350.0,10700.0,8150.0,7585.0,1.0,1.0,1.0,55990000000000.0,560.99,560.99,0.29741,0.01095,-1.0,12619680476.0,128000000000007.0,1570482451531.1702,324360956110.45404,0.824421226978302,0.8920638561248779,1294739069639.219,0.35007070121645295
